id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,prima_valida,monto_valido,comision_valida,fecha_valida,ids_validos,motivo_rechazo
82,2025-07-18,2392,21,3,4,0.0,83.63,,True,False,True,True,True,monto_invalido
83,,357,18,15,11,1.61227,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
84,,772,18,3,4,572.28,84.39,41526.61,True,True,True,False,True,fecha_invalida
85,,151,6,7,2,96701.0,62.59,92114.86,True,True,True,False,True,fecha_invalida
86,,3714,32,15,11,121428.0,293.02,,True,False,True,False,True,"fecha_invalida,monto_invalido"
87,,2217,98,11,12,1283.02,,94028.85,True,True,True,False,True,fecha_invalida
88,,1671,28,12,6,88597.0,132.85,,True,False,True,False,True,"fecha_invalida,monto_invalido"
89,,2963,77,1,5,137283.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
90,,753,20,1,10,91604.0,219.65,129872.69,True,True,True,False,True,fecha_invalida
91,,2778,14,3,1,15884.0,26.5,9146.22,True,True,True,False,True,fecha_invalida
92,,2659,25,11,4,,325.08,191582.82,False,True,True,False,True,"fecha_invalida,prima_invalida"
93,,919,4,8,2,361.25,84.51,9964.1,True,True,True,False,True,fecha_invalida
94,,222,41,5,10,1.14134,169.15,,True,False,True,False,True,"fecha_invalida,monto_invalido"
95,,106,11,3,7,195328.0,313.86,356037.27,True,True,True,False,True,fecha_invalida
96,,1708,3,11,7,177793.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
97,,2027,71,15,9,55870.0,77.27,,True,False,True,False,True,"fecha_invalida,monto_invalido"
98,,2106,65,10,8,190932.0,153.95,143459.97,True,True,True,False,True,fecha_invalida
100,,2627,52,7,5,1998.94,487.51,,True,False,True,False,True,"fecha_invalida,monto_invalido"
101,,976,48,11,11,,125.52,93713.3,False,True,True,False,True,"fecha_invalida,prima_invalida"
102,,5,66,13,12,138605.0,,251864.93,True,True,True,False,True,fecha_invalida
103,,927,29,7,9,117901.0,231.56,150298.39,True,True,True,False,True,fecha_invalida
104,2025-10-20,3524,7,11,8,14944.0,10.64,,True,False,True,True,True,monto_invalido
105,,2797,80,3,1,209.72,52.0,,True,False,True,False,True,"fecha_invalida,monto_invalido"
106,,2438,58,12,5,54609.0,,44986.21,True,True,True,False,True,fecha_invalida
107,,1165,15,6,12,,50.04,87472.59,False,True,True,False,True,"fecha_invalida,prima_invalida"
108,,1620,74,13,11,123545.0,155.5,,True,False,True,False,True,"fecha_invalida,monto_invalido"
109,,2693,6,13,6,,184.48,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
110,,185,46,8,5,,31.43,74435.27,False,True,True,False,True,"fecha_invalida,prima_invalida"
111,,2833,8,15,12,,222.8,185637.48,False,True,True,False,True,"fecha_invalida,prima_invalida"
112,,1463,74,7,2,102516.0,94.24,,True,False,True,False,True,"fecha_invalida,monto_invalido"
113,2025-12-03,1715,34,3,6,,,,False,False,True,True,True,"prima_invalida,monto_invalido"
114,,1155,61,11,5,123726.0,,124263.17,True,True,True,False,True,fecha_invalida
115,,739,11,5,7,20312.0,17.6,,True,False,True,False,True,"fecha_invalida,monto_invalido"
116,,2659,80,8,10,1.98664,,376125.57,True,True,True,False,True,fecha_invalida
117,,2501,18,12,10,,,188099.37,False,True,True,False,True,"fecha_invalida,prima_invalida"
118,,2114,78,1,2,34872.0,36.88,68328.79,True,True,True,False,True,fecha_invalida
119,,1678,71,13,7,,,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
120,,419,49,1,3,142778.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
121,,1222,59,14,6,,,141963.43,False,True,True,False,True,"fecha_invalida,prima_invalida"
122,2025-08-02,318,41,12,5,72610.0,161.45,,True,False,True,True,True,monto_invalido
123,2025-09-25,721,44,3,2,1879.38,437.85,,True,False,True,True,True,monto_invalido
124,,2155,40,3,9,1.02793,83.53,,True,False,True,False,True,"fecha_invalida,monto_invalido"
125,,1886,12,13,12,1.52154,127.08,234686.27,True,True,True,False,True,fecha_invalida
126,,1595,18,7,9,,291.84,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
127,,1793,11,12,1,84306.0,154.42,,True,False,True,False,True,"fecha_invalida,monto_invalido"
128,,711,25,11,3,,379.89,175091.88,False,True,True,False,True,"fecha_invalida,prima_invalida"
129,,1894,29,12,11,135493.0,102.04,,True,False,True,False,True,"fecha_invalida,monto_invalido"
130,,1384,38,15,7,1066.35,208.25,155755.8,True,True,True,False,True,fecha_invalida
131,,1953,72,9,2,75139.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
132,2025-05-23,2110,34,12,11,890.91,,,True,False,True,True,True,monto_invalido
133,,1793,4,1,11,170558.0,,107532.29,True,True,True,False,True,fecha_invalida
134,,1690,4,11,9,1.20955,,42728.3,True,True,True,False,True,fecha_invalida
135,,1540,19,9,4,53311.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
136,,1873,36,14,4,68585.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
137,,2544,48,8,12,183721.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
138,,984,50,3,10,,95.54,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
139,,2715,47,3,1,188769.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
140,2025-02-17,1227,48,8,5,1435.54,163.56,,True,False,True,True,True,monto_invalido
141,,2101,71,3,5,1904.59,167.05,,True,False,True,False,True,"fecha_invalida,monto_invalido"
142,,821,56,4,5,1305.77,272.72,,True,False,True,False,True,"fecha_invalida,monto_invalido"
143,,2342,41,10,10,169.2,,31558.02,True,True,True,False,True,fecha_invalida
144,,354,71,15,10,21957.0,53.42,,True,False,True,False,True,"fecha_invalida,monto_invalido"
145,,2461,80,7,12,39301.0,55.94,,True,False,True,False,True,"fecha_invalida,monto_invalido"
146,2025-12-23,2899,27,9,2,,,143545.57,False,True,True,True,True,prima_invalida
147,,1556,53,5,6,357.68,26.25,,True,False,True,False,True,"fecha_invalida,monto_invalido"
148,,848,13,8,3,50533.0,68.83,88566.14,True,True,True,False,True,fecha_invalida
149,,892,71,15,10,22987.0,16.79,,True,False,True,False,True,"fecha_invalida,monto_invalido"
150,,1080,76,6,7,10424.0,,6890.09,True,True,True,False,True,fecha_invalida
151,,927,10,14,7,1524.01,139.89,138665.57,True,True,True,False,True,fecha_invalida
152,,2349,79,7,4,0.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
153,,1016,28,12,8,165.57,24.61,,True,False,True,False,True,"fecha_invalida,monto_invalido"
154,2025-04-12,1023,24,4,5,,,,False,False,True,True,True,"prima_invalida,monto_invalido"
155,,1918,43,10,12,,,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
156,,462,28,10,2,179362.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
157,,2910,63,4,7,1762.17,,96305.3,True,True,True,False,True,fecha_invalida
158,,1121,67,7,12,985.24,189.5,,True,False,True,False,True,"fecha_invalida,monto_invalido"
159,2025-09-04,1637,5,2,5,74878.0,,,True,False,True,True,True,monto_invalido
160,,1554,9,2,7,110108.0,81.1,,True,False,True,False,True,"fecha_invalida,monto_invalido"
161,,1392,35,7,6,1.82405,155.21,167233.6,True,True,True,False,True,fecha_invalida
162,,1094,4,4,5,176071.0,326.32,,True,False,True,False,True,"fecha_invalida,monto_invalido"
163,,354,12,10,7,1.30488,101.17,142724.83,True,True,True,False,True,fecha_invalida
165,,2934,78,10,2,84246.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
166,2025-05-09,2302,35,4,12,1924.36,409.1,,True,False,True,True,True,monto_invalido
167,,743,77,6,5,60591.0,121.04,58769.89,True,True,True,False,True,fecha_invalida
168,,691,65,1,1,268.88,65.44,,True,False,True,False,True,"fecha_invalida,monto_invalido"
169,,1166,41,10,3,,93.67,84578.57,False,True,True,False,True,"fecha_invalida,prima_invalida"
170,,2800,6,1,2,91766.0,131.25,177908.61,True,True,True,False,True,fecha_invalida
171,,2320,39,9,5,22523.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
172,,693,69,13,8,144024.0,,199499.58,True,True,True,False,True,fecha_invalida
173,,1935,13,14,2,,,128228.92,False,True,True,False,True,"fecha_invalida,prima_invalida"
174,,9,63,12,10,,70.76,11842.93,False,True,True,False,True,"fecha_invalida,prima_invalida"
175,,2362,59,6,5,386.3,78.61,,True,False,True,False,True,"fecha_invalida,monto_invalido"
176,,2956,62,5,9,-1.36565,,149134.25,False,True,True,False,True,"fecha_invalida,prima_invalida"
177,,355,72,14,1,1.12367,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
178,,833,71,4,10,131085.0,160.19,41123.88,True,True,True,False,True,fecha_invalida
179,,2432,3,8,1,,240.54,260639.14,False,True,True,False,True,"fecha_invalida,prima_invalida"
180,,2894,5,10,9,50743.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
181,,1945,37,11,5,,210.72,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
182,,1953,74,6,1,172525.0,,94698.24,True,True,True,False,True,fecha_invalida
183,,513,50,11,5,723.36,174.04,62801.44,True,True,True,False,True,fecha_invalida
184,,1373,12,7,9,,128.95,49518.48,False,True,True,False,True,"fecha_invalida,prima_invalida"
185,2026-01-04,1468,27,7,12,1852.09,243.81,,True,False,True,True,True,monto_invalido
186,,2129,30,8,3,1.79566,388.9,298913.7,True,True,True,False,True,fecha_invalida
187,,2226,75,5,3,132721.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
188,,1151,47,7,11,,,130925.71,False,True,True,False,True,"fecha_invalida,prima_invalida"
189,,1725,74,11,7,110369.0,,151711.76,True,True,True,False,True,fecha_invalida
190,2025-12-07,2854,70,13,4,95396.0,,,True,False,True,True,True,monto_invalido
192,,1525,3,4,3,23448.0,,36663.52,True,True,True,False,True,fecha_invalida
193,,1786,56,15,12,1316.23,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
194,,583,72,10,6,146211.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
195,,1641,31,15,11,91144.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
196,,1172,54,6,7,156846.0,283.24,87378.2,True,True,True,False,True,fecha_invalida
197,,1558,49,4,11,1498.66,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
198,,876,77,2,7,135169.0,68.96,,True,False,True,False,True,"fecha_invalida,monto_invalido"
199,,1268,39,15,8,155842.0,251.72,191348.34,True,True,True,False,True,fecha_invalida
200,2026-02-12,239,79,11,1,121897.0,181.78,,True,False,True,True,True,monto_invalido
201,,2011,32,12,5,,,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
202,,2346,4,11,6,,,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
203,,1121,32,14,5,74178.0,127.03,,True,False,True,False,True,"fecha_invalida,monto_invalido"
205,,419,46,7,1,165396.0,249.55,,True,False,True,False,True,"fecha_invalida,monto_invalido"
206,,241,28,8,7,55614.0,,54199.33,True,True,True,False,True,fecha_invalida
207,,974,74,14,11,83987.0,,69882.74,True,True,True,False,True,fecha_invalida
208,,3614,78,4,4,47252.0,36.01,,True,False,True,False,True,"fecha_invalida,monto_invalido"
209,2026-02-07,1974,25,13,9,7255.0,,,True,False,True,True,True,monto_invalido
210,,2680,12,10,5,,,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
211,,1795,11,9,7,,,171128.94,False,True,True,False,True,"fecha_invalida,prima_invalida"
212,,2876,13,10,7,21327.0,,12711.02,True,True,True,False,True,fecha_invalida
213,,214,28,8,11,19243.0,45.37,21029.68,True,True,True,False,True,fecha_invalida
214,,743,54,13,12,30605.0,17.31,,True,False,True,False,True,"fecha_invalida,monto_invalido"
215,2025-02-26,483,71,7,1,,104.78,58056.65,False,True,True,True,True,prima_invalida
216,,1330,46,10,12,,,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
217,,432,3,15,10,142259.0,251.31,174594.04,True,True,True,False,True,fecha_invalida
218,,3630,1,9,2,,88.01,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
219,,1052,5,13,9,,176.78,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
220,,1871,34,6,7,,144.19,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
222,,1600,78,2,10,162252.0,,60407.59,True,True,True,False,True,fecha_invalida
223,,1312,75,15,1,31276.0,,44896.28,True,True,True,False,True,fecha_invalida
224,,777,40,10,9,29858.0,63.17,,True,False,True,False,True,"fecha_invalida,monto_invalido"
225,,645,64,12,8,1651.96,180.18,,True,False,True,False,True,"fecha_invalida,monto_invalido"
226,,832,44,3,6,166422.0,213.11,43423.44,True,True,True,False,True,fecha_invalida
227,,232,44,13,3,6610.0,8.06,,True,False,True,False,True,"fecha_invalida,monto_invalido"
228,,2555,30,5,11,34136.0,395.85,,True,False,True,False,True,"fecha_invalida,monto_invalido"
229,,2625,10,5,1,162452.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
231,,2790,73,7,3,1729.95,,161771.05,True,True,True,False,True,fecha_invalida
232,,1421,17,7,4,1546.13,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
233,,2619,42,4,6,277.67,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
234,,2270,68,3,9,,157.51,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
235,,2895,65,8,2,,,193621.53,False,True,True,False,True,"fecha_invalida,prima_invalida"
236,,2906,18,7,3,23580.0,42.67,25121.58,True,True,True,False,True,fecha_invalida
237,2025-02-11,1137,37,6,3,,268.64,106698.49,False,True,True,True,True,prima_invalida
238,,1485,30,4,4,1.77997,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
239,,1236,77,10,8,76038.0,,111154.53,True,True,True,False,True,fecha_invalida
240,,536,15,6,10,,180.09,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
241,,657,22,3,4,,199.83,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
242,,1884,61,12,8,54888.0,77.84,,True,False,True,False,True,"fecha_invalida,monto_invalido"
243,2025-10-09,634,16,14,3,1.58552,283.81,,True,False,True,True,True,monto_invalido
244,,1804,18,7,5,,133.24,81691.01,False,True,True,False,True,"fecha_invalida,prima_invalida"
245,,2704,51,1,5,,274.71,41044.61,False,True,True,False,True,"fecha_invalida,prima_invalida"
246,,2695,40,14,7,73539.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
247,,924,49,5,11,,131.17,274013.46,False,True,True,False,True,"fecha_invalida,prima_invalida"
248,,1011,64,10,4,184672.0,,320537.24,True,True,True,False,True,fecha_invalida
249,,1500,73,4,6,,,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
250,,1771,63,14,3,42438.0,72.81,,True,False,True,False,True,"fecha_invalida,monto_invalido"
251,,1262,68,1,5,60196.0,120.32,,True,False,True,False,True,"fecha_invalida,monto_invalido"
252,,1575,33,14,8,142287.0,76.42,,True,False,True,False,True,"fecha_invalida,monto_invalido"
253,,1563,59,10,10,79274.0,145.28,71091.98,True,True,True,False,True,fecha_invalida
254,,917,23,1,6,1042.39,132.79,,True,False,True,False,True,"fecha_invalida,monto_invalido"
255,,2003,60,1,2,27548.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
256,,2083,71,12,9,,326.26,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
257,,2855,25,14,7,,,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
258,,1821,50,7,10,55560.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
259,,148,17,5,1,1.56057,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
260,2025-01-14,971,57,13,6,595.33,132.98,,True,False,True,True,True,monto_invalido
261,,2956,78,2,4,84381.0,106.28,,True,False,True,False,True,"fecha_invalida,monto_invalido"
262,,1441,1,12,7,,,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
263,,828,38,15,7,96119.0,172.58,65328.26,True,True,True,False,True,fecha_invalida
264,,2337,80,8,5,26735.0,45.16,43006.11,True,True,True,False,True,fecha_invalida
265,,184,62,13,9,26484.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
266,,1750,12,5,5,469.18,53.62,82199.39,True,True,True,False,True,fecha_invalida
267,,761,60,1,12,83680.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
268,,1635,13,14,4,116147.0,87.66,,True,False,True,False,True,"fecha_invalida,monto_invalido"
269,,1685,65,8,1,0.0,132.5,112445.07,True,True,True,False,True,fecha_invalida
270,,168,64,1,8,1079.04,,153797.15,True,True,True,False,True,fecha_invalida
271,,1773,43,11,5,139569.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
272,,2717,50,13,5,529.12,126.8,,True,False,True,False,True,"fecha_invalida,monto_invalido"
273,,2346,41,12,10,47044.0,42.33,,True,False,True,False,True,"fecha_invalida,monto_invalido"
274,,222,16,12,6,35996.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
275,,1637,46,5,1,195802.0,109.4,,True,False,True,False,True,"fecha_invalida,monto_invalido"
276,,482,19,14,11,123805.0,,149205.72,True,True,True,False,True,fecha_invalida
278,,1832,27,10,9,,150.96,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
279,,770,66,14,3,90135.0,,39362.62,True,True,True,False,True,fecha_invalida
281,,1387,2,14,12,1536.3,,108632.52,True,True,True,False,True,fecha_invalida
282,,1190,6,4,6,102.19,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
283,,254,65,13,12,311.5,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
284,,1163,16,3,4,105291.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
286,,631,43,6,10,48094.0,110.77,,True,False,True,False,True,"fecha_invalida,monto_invalido"
287,,605,62,7,6,43482.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
288,2025-07-06,1378,72,4,5,73872.0,128.9,,True,False,True,True,True,monto_invalido
289,,2696,62,12,7,,52.21,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
290,,326,61,2,6,,339.8,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
291,,281,54,1,9,,,132725.63,False,True,True,False,True,"fecha_invalida,prima_invalida"
292,,1514,27,3,1,36544.0,39.1,9478.09,True,True,True,False,True,fecha_invalida
293,2025-10-28,175,24,15,1,,,,False,False,True,True,True,"prima_invalida,monto_invalido"
294,,2129,13,13,7,,212.49,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
295,,764,52,7,5,98743.0,,164812.9,True,True,True,False,True,fecha_invalida
296,,1812,77,13,11,,47.2,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
297,,1573,79,4,10,125238.0,146.52,45753.53,True,True,True,False,True,fecha_invalida
298,,2390,2,14,9,,396.87,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
299,,2724,18,5,7,114236.0,88.5,,True,False,True,False,True,"fecha_invalida,monto_invalido"
300,,1233,67,6,8,102781.0,,69674.38,True,True,True,False,True,fecha_invalida
301,,1579,72,11,1,,18.74,4988.88,False,True,True,False,True,"fecha_invalida,prima_invalida"
302,,679,60,1,6,,86.07,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
303,,2931,13,14,6,31771.0,,11090.61,True,True,True,False,True,fecha_invalida
304,,917,41,15,9,67303.0,106.8,,True,False,True,False,True,"fecha_invalida,monto_invalido"
305,,2007,76,12,12,14286.0,161.2,8185.49,True,True,True,False,True,fecha_invalida
306,2025-07-06,619,17,10,2,,,,False,False,True,True,True,"prima_invalida,monto_invalido"
307,,78,24,6,10,125985.0,87.1,,True,False,True,False,True,"fecha_invalida,monto_invalido"
308,,905,6,7,2,7114.0,14.24,,True,False,True,False,True,"fecha_invalida,monto_invalido"
309,,980,20,1,5,52937.0,91.01,,True,False,True,False,True,"fecha_invalida,monto_invalido"
310,,355,53,6,6,1.04488,139.7,48271.62,True,True,True,False,True,fecha_invalida
311,,236,19,8,12,66247.0,34.15,,True,False,True,False,True,"fecha_invalida,monto_invalido"
312,,1894,10,13,2,1944.37,129.58,,True,False,True,False,True,"fecha_invalida,monto_invalido"
313,,2852,30,1,11,173683.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
314,,444,68,4,1,,28.88,48398.37,False,True,True,False,True,"fecha_invalida,prima_invalida"
